Unnamed: 0,timestamp,cell_id,latency_ms,packet_loss_rate_percent,load_percent,active_users,spectrum_mhz,source_cell_id,target_cell_id,handover_attempts,handover_failures,rsrp_dBm,rsrq_dB,sinr_dB,spectrum_utilization_percent,congestion_level_percent,year,month,week,daily,hour,dayofweek,lag_1,lag_3,sin_day_of_week,cos_day_of_week,band_Band1,band_Band2,band_Band3,issue_description_Equipment failure,issue_description_Network instability,issue_description_Overload,issue_description_Signal loss,traffic_mbps,model_prediction,available_capacity,Calculated_total_capacity(Mbps),Capacity_Allocated(Mbps)
12,1/1/2024 12:00,Cell37,49,3.292532236,53.43997108,389,33,Cell27,Cell41,15,7,-105,-18.52847054,-2.256975028,21.10352406,46.79461086,2024,1,1,1,12,0,227.7632088,188.6116515,0,1,0,1,0,0,1,0,0,119.0486401,117.49063,1100263.431,1054.22822,730.5670508
13,1/1/2024 13:00,Cell3,132,0.579667553,79.22271083,1225,32,Cell5,Cell6,11,5,-56,-12.32969987,6.797852852,57.25409271,83.09025965,2024,1,1,1,13,0,239.5912346,226.2485616,0,1,0,1,0,0,0,1,0,192.2871611,181.46945,19421571.86,4400.347627,3089.551429
14,1/1/2024 14:00,Cell52,162,1.936792449,31.78111034,3638,45,Cell61,Cell79,19,1,-51,-2.729854024,35.63378453,54.95691815,38.65147239,2024,1,1,1,14,0,114.5765076,181.3819137,0,1,1,0,0,1,0,0,0,129.3422234,133.96957,2960460.422,1660.853851,1247.745124
15,1/1/2024 15:00,Cell47,185,3.125267865,47.7351238,3792,20,Cell61,Cell44,7,2,-52,-9.867153922,39.00110878,78.83207256,51.62587338,2024,1,1,1,15,0,85.19258325,166.4262549,0,1,0,0,1,0,1,0,0,162.4025729,174.44542,13326976.41,3637.491547,2564.647469
16,1/1/2024 16:00,Cell95,161,1.45429987,78.70543592,840,42,Cell80,Cell24,12,1,-104,-1.521587302,4.252466386,31.17273265,50.0913938,2024,1,1,1,16,0,152.7042995,180.7026074,0,1,1,0,0,1,0,0,0,170.4832764,169.80057,5506983.946,2344.585343,1644.166536
17,1/1/2024 17:00,Cell13,27,0.326371924,85.23180892,1377,47,Cell52,Cell54,1,5,-100,-8.075708968,30.84279169,16.02723965,20.27008554,2024,1,1,1,17,0,205.1290921,167.4703944,0,1,0,1,0,0,0,1,0,188.8925031,200.06772,1558888.95,1265.771579,862.100464
18,1/1/2024 18:00,Cell80,91,0.409119614,54.73797515,234,14,Cell75,Cell72,7,3,-59,-3.805995052,-1.886795925,31.72367271,37.39290653,2024,1,1,1,18,0,232.0545397,136.2937019,0,1,0,1,0,0,0,1,0,106.4912425,108.703316,2703421.173,1651.027961,1146.191867
19,1/1/2024 19:00,Cell55,166,0.629833882,83.32765459,113,36,Cell89,Cell91,14,0,-90,-10.99669076,-3.115503463,71.14929253,92.22311324,2024,1,1,1,19,0,91.04466176,223.9389414,0,1,0,0,1,0,1,0,0,178.7495056,169.43958,33291341.32,5775.226725,4035.15568
20,1/1/2024 20:00,Cell21,51,4.179215124,41.93580733,3138,46,Cell66,Cell31,11,8,-118,-18.14562048,-3.14180383,72.36778841,47.16520701,2024,1,1,1,20,0,242.495227,208.9007474,0,1,0,1,0,0,0,0,1,155.8351928,141.48567,8498364.224,2921.498036,2036.234454
21,1/1/2024 21:00,Cell66,114,3.289317528,43.28562407,808,36,Cell92,Cell9,4,5,-83,-15.46006692,37.12228666,43.26402071,11.59962805,2024,1,1,1,21,0,149.5534384,190.8623361,0,1,1,0,0,0,0,0,1,106.5571013,103.90316,3170766.303,1787.160491,1241.934579
22,1/1/2024 22:00,Cell54,176,0.322612055,80.7714826,2150,40,Cell7,Cell82,1,1,-61,-17.28766118,25.00399849,52.13225163,59.82268395,2024,1,1,1,22,0,194.2498321,242.162264,0,1,0,1,0,0,0,0,1,209.6027052,196.57805,16541832.59,4078.895521,2838.828
23,1/1/2024 23:00,Cell27,60,1.955344396,84.19546448,410,21,Cell38,Cell53,11,2,-56,-3.96307276,18.93113617,98.73493692,46.73478063,2024,1,1,1,23,0,148.9373335,141.5798192,0,1,0,0,1,0,1,0,0,169.4007705,177.5271,64816813.3,8131.103473,5580.026064
24,1/2/2024 0:00,Cell38,94,1.392925864,43.36834608,1318,56,Cell51,Cell2,5,7,-105,-1.526287099,-0.495543694,89.47085207,57.73014578,2024,1,1,2,0,1,94.37613594,191.3959537,0.781831482,0.623489802,0,1,0,0,1,0,0,115.0014037,115.96542,13900904.08,3748.363678,2595.968184
25,1/2/2024 1:00,Cell90,64,2.890200558,33.5594514,4086,15,Cell1,Cell86,7,8,-113,-15.38705635,16.49403984,61.28906361,94.55139059,2024,1,1,2,1,1,230.2405838,233.97974,0.781831482,0.623489802,0,0,1,0,0,1,0,141.9271577,140.6214,3836000.064,1962.978836,1367.921037
26,1/2/2024 2:00,Cell58,32,2.614029748,35.41944822,4903,21,Cell82,Cell20,3,8,-51,-13.56599815,39.70533998,38.52630889,55.59171506,2024,1,1,2,2,1,138.9278971,174.5752626,0.781831482,0.623489802,0,0,1,0,1,0,0,166.4666196,166.4944,1702945.663,1291.634846,922.9094183
27,1/2/2024 3:00,Cell62,174,2.405620117,45.68285012,1587,23,Cell76,Cell4,9,4,-70,-5.205330475,31.29209838,87.24467509,79.67962349,2024,1,1,2,3,1,206.4969953,237.9361187,0.781831482,0.623489802,1,0,0,0,0,1,0,120.0126008,119.809814,14553221.56,3853.657891,2643.528664
28,1/2/2024 4:00,Cell46,38,1.572561852,75.68694463,1060,31,Cell49,Cell44,15,3,-71,-11.33189693,39.33157384,63.78714302,52.35593571,2024,1,1,2,4,1,207.1822678,148.7594044,0.781831482,0.623489802,1,0,0,0,0,0,1,174.8530985,169.9824,22008469.15,4689.379874,3285.280531
29,1/2/2024 5:00,Cell89,173,0.68899886,60.59950967,66,20,Cell72,Cell62,7,4,-103,-3.795686216,-9.392297085,87.03208806,50.96847176,2024,1,1,2,5,1,188.9780232,275.0001424,0.781831482,0.623489802,0,0,1,0,0,0,1,114.1128815,125.0481,26315139.5,5127.470264,3592.531346
30,1/2/2024 6:00,Cell11,72,3.711881914,57.33533053,2253,49,Cell20,Cell13,15,0,-92,-13.63096392,17.7906952,71.72860738,79.1231563,2024,1,1,2,6,1,89.03451905,116.5627041,0.781831482,0.623489802,1,0,0,0,0,0,1,151.7999025,156.7118,16001360.41,3984.519475,2811.117466
31,1/2/2024 7:00,Cell72,198,4.399283844,65.04839587,340,48,Cell99,Cell20,6,2,-88,-9.448684101,4.568630156,40.76704106,35.52224414,2024,1,1,2,7,1,161.0988951,153.5806134,0.781831482,0.623489802,1,0,0,0,0,1,0,139.0954302,137.22447,6456537.892,2547.015188,1774.459982
32,1/2/2024 8:00,Cell8,184,4.720754546,83.41338681,3977,47,Cell42,Cell52,11,10,-118,-3.32020009,6.564701486,80.40951281,49.29752432,2024,1,1,2,8,1,130.8526883,185.2760233,0.781831482,0.623489802,0,0,1,0,1,0,0,249.0891268,240.99437,43160183.85,6544.406896,4616.480787
33,1/2/2024 9:00,Cell97,156,0.293094853,35.42582277,2473,22,Cell16,Cell6,6,8,-116,-13.00158833,-7.150692904,50.52311464,69.51195332,2024,1,1,2,9,1,232.6359083,119.6912498,0.781831482,0.623489802,0,0,1,1,0,0,0,117.1092941,122.10375,2890131.47,1704.873968,1186.651956
34,1/2/2024 10:00,Cell71,199,3.699543558,71.68344766,955,15,Cell33,Cell15,16,7,-62,-7.175461914,23.6549345,25.84242268,92.9577779,2024,1,1,2,10,1,206.1586161,95.40125748,0.781831482,0.623489802,0,1,0,0,0,1,0,155.4043179,155.17899,3105083.325,1755.948084,1237.826077
35,1/2/2024 11:00,Cell64,22,3.632517297,85.60745074,4304,29,Cell89,Cell72,14,3,-117,-7.075508687,32.6975861,71.28453549,61.41592202,2024,1,1,2,11,1,215.2969733,173.0164182,0.781831482,0.623489802,1,0,0,0,0,0,1,265.0164998,254.68898,34976040.85,5946.595374,4117.184213
36,1/2/2024 12:00,Cell21,115,4.735548071,42.80100251,2010,11,Cell83,Cell64,13,0,-103,-12.96142016,2.247461246,63.12975031,56.74235839,2024,1,1,2,12,1,155.8351928,179.2751118,0.781831482,0.623489802,0,1,0,0,0,1,0,116.860981,123.333534,6758551.844,2597.085848,1821.65187
37,1/2/2024 13:00,Cell72,155,1.264572972,80.26633896,1888,20,Cell99,Cell94,4,2,-94,-5.12823475,16.13322852,61.0504249,21.50296404,2024,1,1,2,13,1,139.0954302,79.77425409,0.781831482,0.623489802,0,0,1,1,0,0,0,202.6401883,190.54169,22510859.56,4759.977335,3310.436287
38,1/2/2024 14:00,Cell63,33,3.710895191,71.88148265,368,17,Cell16,Cell36,1,3,-103,-9.429105466,-7.394070659,59.51891243,28.60693066,2024,1,1,2,14,1,192.9939651,168.2387486,0.781831482,0.623489802,1,0,0,0,0,1,0,143.9238597,144.35677,17341640.44,4147.907276,2926.571763
39,1/2/2024 15:00,Cell85,139,0.273131444,30.86811216,1762,39,Cell16,Cell36,4,3,-55,-8.119261529,4.030676479,49.4345373,30.85126861,2024,1,1,2,15,1,207.9837322,74.99831839,0.781831482,0.623489802,0,0,1,0,0,0,1,99.7237025,105.682465,2146011.93,1446.648193,1038.40613
40,1/2/2024 16:00,Cell64,150,3.156228604,43.89670082,993,36,Cell48,Cell3,4,0,-115,-12.18892826,1.120449176,93.67558761,72.39551749,2024,1,1,2,16,1,265.0164998,167.3680669,0.781831482,0.623489802,0,1,0,1,0,0,0,110.9265186,107.60753,15632012.48,3975.476955,2752.476963
41,1/2/2024 17:00,Cell20,171,1.75423912,66.35068565,81,13,Cell89,Cell91,5,5,-110,-18.20083594,38.78703007,98.7973768,71.31186453,2024,1,1,2,17,1,166.4626857,103.8175536,0.781831482,0.623489802,0,1,0,1,0,0,0,140.406564,129.54256,40732707.9,6391.125629,4461.326092
42,1/2/2024 18:00,Cell8,32,3.844547198,60.14402037,1187,16,Cell96,Cell94,13,10,-83,-6.033001825,15.04078621,83.24078428,24.93347812,2024,1,1,2,18,1,249.0891268,154.5006426,0.781831482,0.623489802,1,0,0,0,0,0,1,141.9285424,142.08261,23537665.25,4864.050621,3387.375452
43,1/2/2024 19:00,Cell58,190,4.316521432,61.67617515,376,56,Cell55,Cell93,5,10,-56,-13.13947433,0.820315981,66.73536252,3.084239823,2024,1,1,2,19,1,166.4666196,91.06506016,0.781831482,0.623489802,0,1,0,0,1,0,0,121.3082797,130.7703,16016053.55,3988.57037,2810.841089
44,1/2/2024 20:00,Cell46,176,1.824105211,43.91582548,2,33,Cell28,Cell80,12,8,-62,-7.830545802,-3.387368981,79.30596677,8.624607346,2024,1,1,2,20,1,174.8530985,200.6580167,0.781831482,0.623489802,1,0,0,0,0,1,0,94.09263867,87.78971,11408174.75,3360.565204,2376.303341
45,1/2/2024 21:00,Cell31,91,2.627930463,70.50020824,683,41,Cell73,Cell40,6,7,-67,-1.842710203,28.80863427,84.19562609,66.09750628,2024,1,1,2,21,1,159.2408391,137.6306749,0.781831482,0.623489802,0,1,0,0,0,1,0,153.5417769,151.8218,33205485.65,5782.113338,4019.955783
46,1/2/2024 22:00,Cell93,198,0.587020312,45.98510226,3189,28,Cell82,Cell38,17,1,-100,-3.300592917,-7.73663863,31.24729302,64.11343456,2024,1,1,2,22,1,92.4689341,174.3994825,0.781831482,0.623489802,0,1,0,0,1,0,0,162.6920009,151.09282,1892147.779,1360.677569,973.4146247
47,1/2/2024 23:00,Cell9,189,2.084534826,53.36609799,3727,51,Cell23,Cell84,3,6,-113,-7.41486785,-3.125616884,46.01412402,85.74348465,2024,1,1,2,23,1,125.5600611,161.5780013,0.781831482,0.623489802,0,1,0,1,0,0,0,186.791895,175.43712,5545280.406,2357.21403,1646.73052
48,1/3/2024 0:00,Cell15,178,1.804001966,52.13495495,763,44,Cell30,Cell45,4,2,-54,-15.45085823,-7.439498029,92.99828169,3.639237358,2024,1,1,3,0,2,80.26358243,244.2958183,0.974927912,-0.222520934,1,0,0,0,1,0,0,119.4960463,119.65089,22121291.63,4704.32799,3291.629362
49,1/3/2024 1:00,Cell94,173,0.915617299,70.32150133,265,51,Cell61,Cell62,14,5,-106,-9.673376244,8.342448116,34.57800263,6.410326599,2024,1,1,3,1,2,92.21731501,161.8803358,0.974927912,-0.222520934,0,0,1,0,0,1,0,155.9309908,143.54276,5446525.824,2327.677554,1637.927929
50,1/3/2024 2:00,Cell26,165,4.472393124,35.4151657,2482,60,Cell96,Cell80,1,1,-60,-12.50291346,37.17912983,87.20947383,84.29244669,2024,1,1,3,2,2,153.7785667,276.7250535,0.974927912,-0.222520934,1,0,0,0,0,0,1,119.7118329,123.47568,8685004.101,2966.913327,2049.10026
51,1/3/2024 3:00,Cell10,101,0.74043919,42.33251406,2729,12,Cell88,Cell85,7,7,-70,-8.178871258,1.768574088,61.55965726,76.19781083,2024,1,1,3,3,2,157.8891876,250.7906789,0.974927912,-0.222520934,0,0,1,1,0,0,0,143.1751205,133.56848,6080536.789,2503.082885,1700.45338
52,1/3/2024 4:00,Cell29,76,3.178696788,42.02982424,724,27,Cell75,Cell82,17,3,-80,-5.373312365,8.750720008,71.148352,96.64550672,2024,1,1,3,4,2,140.4692252,139.8197504,0.974927912,-0.222520934,1,0,0,0,0,1,0,101.9357249,93.678566,8268936.223,2878.174553,2011.085585
53,1/3/2024 5:00,Cell80,26,4.450713217,36.50548045,2840,46,Cell26,Cell95,20,5,-104,-5.474762565,26.6980526,82.77220053,34.81379499,2024,1,1,3,5,2,106.4912425,187.8034653,0.974927912,-0.222520934,1,0,0,0,1,0,0,130.1722952,123.47598,8531294.089,2903.361267,2056.893825
54,1/3/2024 6:00,Cell36,131,4.559842899,42.45569873,2423,31,Cell11,Cell66,1,2,-82,-18.86075949,0.193658152,91.48467619,84.02575907,2024,1,1,3,6,2,166.874541,152.2063546,0.974927912,-0.222520934,0,0,1,1,0,0,0,135.0784032,132.62883,13979882.62,3751.105476,2608.809029
55,1/3/2024 7:00,Cell84,67,3.966198499,66.42361608,2413,42,Cell20,Cell24,1,0,-101,-12.54441164,4.330010395,66.86686453,32.80322535,2024,1,1,3,7,2,200.88997,235.3949727,0.974927912,-0.222520934,0,1,0,0,1,0,0,187.0794074,178.74188,18664210.05,4309.248457,3031.838884
56,1/3/2024 8:00,Cell37,99,0.880705669,73.93009025,4862,47,Cell44,Cell6,17,1,-82,-12.19901036,9.346623212,66.06169973,76.68577173,2024,1,1,3,8,2,119.0486401,179.9190263,0.974927912,-0.222520934,0,1,0,1,0,0,0,246.5324459,243.24934,22353390.89,4744.955634,3297.68597
57,1/3/2024 9:00,Cell86,138,4.087157046,69.61820682,2475,48,Cell18,Cell81,6,9,-51,-16.25469333,37.71610941,75.74635587,66.09902178,2024,1,1,3,9,2,70.0088427,224.9497109,0.974927912,-0.222520934,0,0,1,1,0,0,0,187.7393797,181.34764,26284929.8,5128.960906,3587.364223
58,1/3/2024 10:00,Cell71,139,1.382824062,58.51128828,1064,43,Cell34,Cell90,13,7,-51,-10.26661747,17.21599268,26.08919571,60.83848409,2024,1,1,3,10,2,155.4043179,180.5066197,0.974927912,-0.222520934,0,1,0,0,0,1,0,141.5442261,143.18637,2069868.133,1442.911967,1004.155296
59,1/3/2024 11:00,Cell23,79,4.611990137,33.14607427,2291,58,Cell100,Cell2,4,5,-86,-14.41826279,11.88867462,66.4924357,29.7583919,2024,1,1,3,11,2,132.3679739,201.1503762,0.974927912,-0.222520934,0,1,0,0,0,0,1,102.8223292,112.1646,4464454.008,2105.324702,1484.387564
60,1/3/2024 12:00,Cell41,52,3.545433407,87.54042064,2892,32,Cell4,Cell26,8,3,-94,-13.05214176,10.07555518,79.139448,22.12379376,2024,1,1,3,12,2,227.3111314,187.9951926,0.974927912,-0.222520934,0,1,0,0,0,1,0,225.1047188,226.36444,45333716.04,6762.220699,4692.778104
61,1/3/2024 13:00,Cell93,134,3.926337805,40.08458765,4398,44,Cell85,Cell44,13,8,-89,-8.548132426,9.470704198,22.12136687,61.501833,2024,1,1,3,13,2,162.6920009,163.2389004,0.974927912,-0.222520934,0,1,0,1,0,0,0,160.6377029,168.31644,681788.7457,825.5199149,578.1230875
62,1/3/2024 14:00,Cell80,147,0.425162268,70.10528222,4465,38,Cell90,Cell1,3,6,-118,-3.051073922,35.46075428,27.07963062,30.84061517,2024,1,1,3,14,2,130.1722952,232.0545397,0.974927912,-0.222520934,0,1,0,1,0,0,0,228.0259177,228.59702,3299145.591,1802.240234,1281.406257
63,1/3/2024 15:00,Cell28,22,2.913825567,84.77343693,4946,11,Cell14,Cell2,0,0,-89,-11.43346408,28.87598687,67.24046319,78.62065883,2024,1,1,3,15,2,210.4294976,207.7765678,0.974927912,-0.222520934,0,1,0,0,1,0,0,275.9023787,263.6301,30791783.76,5549.191265,3884.214401
64,1/3/2024 16:00,Cell48,23,4.105710634,71.86662576,2322,59,Cell90,Cell97,7,5,-87,-9.197761518,-0.618467691,40.6513985,89.83315745,2024,1,1,3,16,2,118.194783,178.7126907,0.974927912,-0.222520934,0,0,1,1,0,0,0,193.0391435,187.36995,7855452.083,2809.960818,1956.901471
65,1/3/2024 17:00,Cell38,119,4.307951764,43.08297841,46,23,Cell13,Cell11,14,3,-100,-4.095386517,5.948011415,65.7583124,42.72195883,2024,1,1,3,17,2,115.0014037,200.4295497,0.974927912,-0.222520934,0,1,0,0,1,0,0,96.5383264,86.9472,7253686.652,2725.222663,1863.180108
66,1/3/2024 18:00,Cell31,23,0.143158524,48.94777793,2164,57,Cell90,Cell30,18,5,-92,-11.40557509,32.39525451,51.83562975,60.15398034,2024,1,1,3,18,2,153.5417769,207.3090296,0.974927912,-0.222520934,1,0,0,1,0,0,0,131.9743752,144.70981,5930014.028,2437.455486,1703.009488
67,1/3/2024 19:00,Cell14,61,4.695796163,31.81235202,3661,53,Cell41,Cell34,9,10,-117,-12.27635783,27.51526747,50.573906,22.6972857,2024,1,1,3,19,2,211.8245555,210.4603174,0.974927912,-0.222520934,0,1,0,0,0,0,1,141.2848449,136.62552,2373150.127,1527.488643,1087.540059
68,1/3/2024 20:00,Cell97,28,0.216693667,66.76549445,2564,59,Cell79,Cell61,16,7,-53,-6.681489753,-4.815729229,50.19919735,63.05325469,2024,1,1,3,20,2,117.1092941,180.5564673,0.974927912,-0.222520934,1,0,0,0,0,0,1,181.09502,184.24724,10299244.97,3235.60954,2228.16486
69,1/3/2024 21:00,Cell73,70,3.072593398,66.77957885,3325,17,Cell91,Cell91,1,8,-120,-14.58242625,10.40008869,40.5802662,32.88473498,2024,1,1,3,21,2,200.4740154,166.3510908,0.974927912,-0.222520934,1,0,0,0,0,1,0,190.5248664,201.97032,6746615.292,2603.573242,1813.903534
70,1/3/2024 22:00,Cell91,164,3.466937638,73.53003488,4927,10,Cell57,Cell34,4,2,-90,-19.43031278,14.53513389,47.59645673,49.93506651,2024,1,1,3,22,2,259.9713796,106.5309445,0.974927912,-0.222520934,1,0,0,0,0,0,1,252.1186036,242.83113,11255377.39,3379.642632,2331.241799
71,1/3/2024 23:00,Cell88,164,0.536726456,30.65977736,2666,37,Cell87,Cell71,14,1,-76,-17.3117865,32.87025367,13.22196807,79.40405216,2024,1,1,3,23,2,157.5743581,135.6181558,0.974927912,-0.222520934,1,0,0,0,0,1,0,107.8934256,111.025764,142672.0421,362.5008518,275.5039856
72,1/4/2024 0:00,Cell77,116,0.240059328,79.07047733,755,12,Cell22,Cell2,9,9,-69,-14.49013711,32.64126361,38.48695734,51.64561796,2024,1,1,4,0,3,159.3358437,244.9978326,0.433883739,-0.900968868,0,1,0,1,0,0,0,167.5224529,168.99393,8584454.897,2926.624653,2053.259006
73,1/4/2024 1:00,Cell90,39,3.924560772,74.32265744,3244,16,Cell10,Cell64,17,6,-77,-3.813731222,-2.449329299,38.4732157,29.749832,2024,1,1,4,1,3,141.9271577,206.6728301,0.433883739,-0.900968868,1,0,0,1,0,0,0,210.3346321,216.50655,7666837.481,2747.635758,1953.237877
74,1/4/2024 2:00,Cell29,161,1.923353124,38.45319657,1452,43,Cell69,Cell94,12,6,-71,-15.78972703,19.2824,61.92495185,64.89500973,2024,1,1,4,2,3,101.9357249,164.1343541,0.433883739,-0.900968868,1,0,0,1,0,0,0,111.7135355,101.49997,5062251.801,2281.834198,1552.950808
75,1/4/2024 3:00,Cell51,41,0.535562577,50.85759656,904,57,Cell68,Cell3,20,2,-85,-7.586550136,37.15728478,67.36213151,69.7799964,2024,1,1,4,3,3,141.3799943,231.5972376,0.433883739,-0.900968868,0,0,1,1,0,0,0,122.2870047,115.85952,11050863.75,3308.65638,2337.989726
76,1/4/2024 4:00,Cell49,199,3.813339082,68.31149357,2454,41,Cell50,Cell66,13,4,-100,-13.81344599,-6.161333956,49.40824268,79.91686662,2024,1,1,4,4,3,194.7981231,233.1062217,0.433883739,-0.900968868,0,0,1,1,0,0,0,181.0002099,181.4473,10630084.41,3258.431116,2283.632466
77,1/4/2024 5:00,Cell43,46,4.245815351,59.7478125,3487,18,Cell100,Cell30,2,9,-98,-18.8234398,7.92739217,19.39914847,67.22819139,2024,1,1,4,5,3,152.2319285,154.655908,0.433883739,-0.900968868,1,0,0,1,0,0,0,182.6054118,189.82983,1171619.104,1080.909725,758.743634
78,1/4/2024 6:00,Cell92,62,2.936930954,36.90565583,4060,44,Cell16,Cell93,5,7,-87,-3.357152396,6.867872704,87.81273578,98.71566555,2024,1,1,4,6,3,170.3003957,225.6636085,0.433883739,-0.900968868,0,1,0,0,0,0,1,147.2022764,153.7881,9636613.63,3117.068213,2164.094296
79,1/4/2024 7:00,Cell92,150,0.806184042,35.24072251,3763,28,Cell96,Cell35,19,2,-52,-1.329845664,-1.425606024,83.21596142,1.545514034,2024,1,1,4,7,3,147.2022764,175.1165802,0.433883739,-0.900968868,0,1,0,0,0,1,0,138.7377765,146.49373,8039575.688,2815.133921,1999.088903
80,1/4/2024 8:00,Cell72,113,0.076112357,76.88737795,778,55,Cell11,Cell22,20,7,-90,-16.67465313,38.93771176,61.59483907,64.50939149,2024,1,1,4,8,3,202.6401883,161.0988951,0.433883739,-0.900968868,0,1,0,0,0,0,1,176.697659,167.56535,21298693.05,4598.383454,3242.244864
81,1/4/2024 9:00,Cell87,27,3.504012407,39.35802708,1790,24,Cell97,Cell82,11,2,-109,-9.804901768,25.39739788,51.05608723,9.022101128,2024,1,1,4,9,3,187.7357986,182.3010027,0.433883739,-0.900968868,0,0,1,1,0,0,0,122.9697216,109.49915,3521251.786,1920.05275,1283.754444
82,1/4/2024 10:00,Cell93,105,2.750698374,40.32556044,4927,40,Cell99,Cell62,4,3,-93,-14.2427173,24.20179102,84.86218751,88.06724039,2024,1,1,4,10,3,160.6377029,92.4689341,0.433883739,-0.900968868,0,1,0,0,0,0,1,188.550277,175.55646,10887541.23,3297.927523,2310.92976
83,1/4/2024 11:00,Cell5,108,3.253985709,79.85538752,1601,25,Cell68,Cell54,19,2,-73,-9.002344462,-7.550676835,80.41297364,6.55743354,2024,1,1,4,11,3,112.5873163,100.6413317,0.433883739,-0.900968868,0,1,0,0,0,1,0,198.4254127,184.41103,39131040.51,6262.140811,4374.179564
84,1/4/2024 12:00,Cell42,157,4.065923351,66.72837807,4739,60,Cell87,Cell98,8,4,-93,-5.951195377,9.208639605,64.74314698,99.92088639,2024,1,1,4,12,3,172.4373471,195.8708702,0.433883739,-0.900968868,0,0,1,0,0,0,1,235.9845626,229.47826,17728556.12,4189.733664,2961.999563
